,big yankee dealer,We won’t know anything about AGW for many a decade,One,,,,
,Vacant1,Looks like Singapore is going to get involved soon,One,,,,
,Hand Brake,"Oil traders can pump the ""Syria/Turkey"" angle all they like...chances are supply won't alter and demand will stay in the toilet..",One,,,,
,p5tvr,"Tomorrow will be a ""take profits"" day or will carry on upwards? ... Nice to see it hanging around the 30s rather than the 20s.",One,,,,
,big yankee dealer,Oil is up due to a non-war and the North Sea producing a bit less than the tiny amount it normally does ? Who needs fundamentals when you can ramp on the back of that hot air?!?!,One,,,,
,Yak,I think its just fundamentalsfewer hurricanes implies a good sector this yearplus a bit oversold last year due to Katrina etc. such a yummy share !,One,,,,
,Hand Brake,"Showing a lot of strength at the moment, hope it keeps going a lot of insurance firms been undervalued in last few years.",One,,,,
,grahamite,"Well, the wheels seem to be coming off that particular weather vehicle.",One,,,,
,temmujin,A look at the main chart shows a clear trend of bad weather ahead.,One,,,,
,sloano,Hmm - so whats the news here then?,One,,,,
,tomboyb,I am i right in thinking the buy backs have now run there couse? cheers,One,,,,
,sloano,So it’s back to the naughty step for me :(,One,,,,
,tomboyb,lol @Seneca you seem to be talking to yourself .. please take a walk get some fresh air mate ...,One,,,,
,Seneca,Pressure building...,One,,,,
,tomboyb,sounds painful,One,,,,
,Yak,"Good call libs, it's looking good.",One,,,,
,Seneca,I was correct.,One,,,,
